run,arm,tag,pool,u,d_model,n_layers,d_ff,lr,wd,fork_step,decay,step,epoch,tokens,annealed,val_ce,hs_bpb,logs
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,266,6.97,69730304,0,6.077,1.824,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,304,7.966,79691776,0,5.866,1.759,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,342,8.962,89653248,0,5.696,1.707,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,379,9.931,99352576,0,5.594,1.662,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,418,10.953,109576192,0,5.54,1.636,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,456,11.949,119537664,0,5.519,1.617,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,494,12.945,129499136,0,5.546,1.618,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,532,13.94,139460608,0,5.521,1.603,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,569,14.91,149159936,0,5.545,1.601,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,608,15.932,159383552,0,5.582,1.616,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,646,16.928,169345024,0,5.654,1.621,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,684,17.923,179306496,0,5.742,1.647,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,722,18.919,189267968,0,5.827,1.669,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,759,19.889,198967296,0,5.923,1.694,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,798,20.911,209190912,0,6.032,1.723,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,836,21.906,219152384,0,6.084,1.735,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,874,22.902,229113856,0,6.178,1.76,3474214_7.out
trunk_u10m30ep_lr1e-2_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,0.8,,912,912,23.898,239075328,0,6.258,1.787,3474214_7.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,38,0.996,9961472,0,7.766,2.345,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,76,1.991,19922944,0,7.429,2.229,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,114,2.987,29884416,0,7.021,2.116,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,152,3.983,39845888,0,6.355,1.946,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,189,4.953,49545216,0,6.15,1.864,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,228,5.974,59768832,0,6.114,1.846,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,266,6.97,69730304,0,6.068,1.822,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,304,7.966,79691776,0,6.007,1.804,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,342,8.962,89653248,0,5.953,1.787,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,379,9.931,99352576,0,5.885,1.764,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,418,10.953,109576192,0,5.835,1.747,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,456,11.949,119537664,0,5.791,1.713,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,494,12.945,129499136,0,5.783,1.702,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,532,13.94,139460608,0,5.735,1.697,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,569,14.91,149159936,0,5.696,1.674,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,608,15.932,159383552,0,5.679,1.67,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,646,16.928,169345024,0,5.718,1.676,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,684,17.923,179306496,0,5.705,1.664,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,722,18.919,189267968,0,5.646,1.648,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,759,19.889,198967296,0,5.862,1.718,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,798,20.911,209190912,0,5.647,1.66,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,836,21.906,219152384,0,5.648,1.651,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,874,22.902,229113856,0,5.643,1.658,3474214_8.out
trunk_u10m30ep_lr1e-2_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-2,3.2,,912,912,23.898,239075328,0,5.81,1.719,3474214_8.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,38,0.996,9961472,0,7.383,2.218,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,76,1.991,19922944,0,6.732,2.052,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,114,2.987,29884416,0,6.432,1.952,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,152,3.983,39845888,0,6.19,1.891,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,189,4.953,49545216,0,6.026,1.839,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,228,5.974,59768832,0,5.866,1.773,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,266,6.97,69730304,0,5.764,1.734,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,304,7.966,79691776,0,5.672,1.7,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,342,8.962,89653248,0,5.64,1.688,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,379,9.931,99352576,0,5.654,1.681,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,418,10.953,109576192,0,5.671,1.693,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,456,11.949,119537664,0,5.759,1.733,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,494,12.945,129499136,0,5.902,1.778,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,532,13.94,139460608,0,6.133,1.86,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,569,14.91,149159936,0,6.494,1.991,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,608,15.932,159383552,0,6.977,2.167,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,646,16.928,169345024,0,7.514,2.338,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,684,17.923,179306496,0,8.05,2.54,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,722,18.919,189267968,0,8.452,2.651,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,759,19.889,198967296,0,8.818,2.77,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,798,20.911,209190912,0,9.09,2.845,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,836,21.906,219152384,0,9.32,2.92,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,874,22.902,229113856,0,9.564,2.984,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.1,,912,912,23.898,239075328,0,9.749,3.052,3474214_0.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,38,0.996,9961472,0,7.308,2.197,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,76,1.991,19922944,0,6.685,2.034,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,114,2.987,29884416,0,6.399,1.95,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,152,3.983,39845888,0,6.159,1.886,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,189,4.953,49545216,0,5.976,1.807,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,228,5.974,59768832,0,5.832,1.758,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,266,6.97,69730304,0,5.689,1.715,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,304,7.966,79691776,0,5.593,1.673,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,342,8.962,89653248,0,5.53,1.661,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,379,9.931,99352576,0,5.496,1.644,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,418,10.953,109576192,0,5.496,1.647,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,456,11.949,119537664,0,5.525,1.67,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,494,12.945,129499136,0,5.642,1.717,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,532,13.94,139460608,0,5.844,1.773,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,569,14.91,149159936,0,6.13,1.891,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,608,15.932,159383552,0,6.541,2.048,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,646,16.928,169345024,0,6.964,2.198,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,684,17.923,179306496,0,7.365,2.341,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,722,18.919,189267968,0,7.639,2.415,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,759,19.889,198967296,0,7.841,2.496,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,798,20.911,209190912,0,7.987,2.526,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,836,21.906,219152384,0,8.142,2.568,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,874,22.902,229113856,0,8.256,2.602,3474214_1.out
trunk_u10m30ep_lr1e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,0.8,,912,912,23.898,239075328,0,8.304,2.606,3474214_1.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,38,0.996,9961472,0,7.329,2.198,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,76,1.991,19922944,0,6.686,2.035,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,114,2.987,29884416,0,6.395,1.945,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,152,3.983,39845888,0,6.138,1.877,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,189,4.953,49545216,0,6.011,1.819,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,228,5.974,59768832,0,5.845,1.756,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,266,6.97,69730304,0,5.692,1.705,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,304,7.966,79691776,0,5.591,1.664,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,342,8.962,89653248,0,5.525,1.647,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,379,9.931,99352576,0,5.466,1.623,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,418,10.953,109576192,0,5.439,1.618,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,456,11.949,119537664,0,5.388,1.607,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,494,12.945,129499136,0,5.384,1.6,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,532,13.94,139460608,0,5.351,1.588,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,569,14.91,149159936,0,5.352,1.576,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,608,15.932,159383552,0,5.345,1.591,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,646,16.928,169345024,0,5.346,1.597,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,684,17.923,179306496,0,5.348,1.591,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,722,18.919,189267968,0,5.349,1.609,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,759,19.889,198967296,0,5.353,1.601,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,798,20.911,209190912,0,5.371,1.612,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,836,21.906,219152384,0,5.401,1.634,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,874,22.902,229113856,0,5.422,1.628,3474214_2.out
trunk_u10m30ep_lr1e-3_wd3.2,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,1e-3,3.2,,912,912,23.898,239075328,0,5.43,1.638,3474214_2.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,38,0.996,9961472,0,7.755,2.307,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,76,1.991,19922944,0,6.863,2.076,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,114,2.987,29884416,0,6.538,1.978,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,152,3.983,39845888,0,6.304,1.918,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,189,4.953,49545216,0,6.083,1.84,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,228,5.974,59768832,0,5.921,1.781,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,266,6.97,69730304,0,5.776,1.722,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,304,7.966,79691776,0,5.682,1.687,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,342,8.962,89653248,0,5.612,1.653,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,379,9.931,99352576,0,5.573,1.64,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,418,10.953,109576192,0,5.565,1.637,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,456,11.949,119537664,0,5.615,1.635,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,494,12.945,129499136,0,5.681,1.671,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,532,13.94,139460608,0,5.821,1.704,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,569,14.91,149159936,0,6.084,1.794,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,608,15.932,159383552,0,6.447,1.903,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,646,16.928,169345024,0,6.837,2.055,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,684,17.923,179306496,0,7.376,2.229,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,722,18.919,189267968,0,7.862,2.385,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,759,19.889,198967296,0,8.44,2.581,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,798,20.911,209190912,0,9.087,2.772,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,836,21.906,219152384,0,9.634,2.92,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,874,22.902,229113856,0,10.17,3.103,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.1,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.1,,912,912,23.898,239075328,0,10.59,3.22,3474214_3.out
trunk_u10m30ep_lr3e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.8,,912,38,0.996,9961472,0,7.687,2.28,3474214_4.out
trunk_u10m30ep_lr3e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.8,,912,76,1.991,19922944,0,6.813,2.076,3474214_4.out
trunk_u10m30ep_lr3e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.8,,912,114,2.987,29884416,0,6.537,1.983,3474214_4.out
trunk_u10m30ep_lr3e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.8,,912,152,3.983,39845888,0,6.302,1.927,3474214_4.out
trunk_u10m30ep_lr3e-3_wd0.8,trunk,u10m30ep,dclm-10m-sub,10004022,2048,16,8192,3e-3,0.8,,912,189,4.953,49545216,0,6.094,1.851,3474214_4.out
