run,step,split,layer,metric,value
p5_probe_n16_j3350086,432,train,7,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,train,7,entropy_marginal,0.004484907258301973
p5_probe_n16_j3350086,432,train,8,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,train,8,entropy_marginal,0.0013336946722120047
p5_probe_n16_j3350086,432,train,9,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,train,9,entropy_marginal,0.0008796505862846971
p5_probe_n16_j3350086,432,train,10,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,train,10,entropy_marginal,0.0011542962165549397
p5_probe_n16_j3350086,432,train,11,dead_expert_frac,0.1875
p5_probe_n16_j3350086,432,train,11,entropy_marginal,0.0012944391928613186
p5_probe_n16_j3350086,432,train,12,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,train,12,entropy_marginal,0.002468578750267625
p5_probe_n16_j3350086,432,train,13,dead_expert_frac,0.25
p5_probe_n16_j3350086,432,train,13,entropy_marginal,0.0029196252580732107
p5_probe_n16_j3350086,432,train,14,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,train,14,entropy_marginal,0.0006890729418955743
p5_probe_n16_j3350086,432,train,15,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,train,15,entropy_marginal,0.016298212110996246
p5_probe_n16_j3350086,432,train,0,effective_experts,9.79529857635498
p5_probe_n16_j3350086,432,train,1,effective_experts,2.10925555229187
p5_probe_n16_j3350086,432,train,2,effective_experts,1.4431020021438599
p5_probe_n16_j3350086,432,train,3,effective_experts,1.395279049873352
p5_probe_n16_j3350086,432,train,4,effective_experts,1.2896889448165894
p5_probe_n16_j3350086,432,train,5,effective_experts,1.7339173555374146
p5_probe_n16_j3350086,432,train,6,effective_experts,1.0552016496658325
p5_probe_n16_j3350086,432,train,7,effective_experts,1.012512445449829
p5_probe_n16_j3350086,432,train,8,effective_experts,1.0037046670913696
p5_probe_n16_j3350086,432,train,9,effective_experts,1.0024418830871582
p5_probe_n16_j3350086,432,train,10,effective_experts,1.0032055377960205
p5_probe_n16_j3350086,432,train,11,effective_experts,1.0035953521728516
p5_probe_n16_j3350086,432,train,12,effective_experts,1.0068678855895996
p5_probe_n16_j3350086,432,train,13,effective_experts,1.0081278085708618
p5_probe_n16_j3350086,432,train,14,effective_experts,1.0019123554229736
p5_probe_n16_j3350086,432,train,15,effective_experts,1.04622483253479
p5_probe_n16_j3350086,432,heldout,0,dead_expert_frac,0
p5_probe_n16_j3350086,432,heldout,0,entropy_marginal,0.8186872005462646
p5_probe_n16_j3350086,432,heldout,1,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,heldout,1,entropy_marginal,0.2817351520061493
p5_probe_n16_j3350086,432,heldout,2,dead_expert_frac,0
p5_probe_n16_j3350086,432,heldout,2,entropy_marginal,0.1522679179906845
p5_probe_n16_j3350086,432,heldout,3,dead_expert_frac,0
p5_probe_n16_j3350086,432,heldout,3,entropy_marginal,0.09117018431425095
p5_probe_n16_j3350086,432,heldout,4,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,heldout,4,entropy_marginal,0.09682757407426834
p5_probe_n16_j3350086,432,heldout,5,dead_expert_frac,0
p5_probe_n16_j3350086,432,heldout,5,entropy_marginal,0.19641682505607605
p5_probe_n16_j3350086,432,heldout,6,dead_expert_frac,0
p5_probe_n16_j3350086,432,heldout,6,entropy_marginal,0.027301620692014694
p5_probe_n16_j3350086,432,heldout,7,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,heldout,7,entropy_marginal,0.0064498805440962315
p5_probe_n16_j3350086,432,heldout,8,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,heldout,8,entropy_marginal,0.0019846695940941572
p5_probe_n16_j3350086,432,heldout,9,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,heldout,9,entropy_marginal,0.0008264759089797735
p5_probe_n16_j3350086,432,heldout,10,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,heldout,10,entropy_marginal,0.0021257130429148674
p5_probe_n16_j3350086,432,heldout,11,dead_expert_frac,0.1875
p5_probe_n16_j3350086,432,heldout,11,entropy_marginal,0.0024226726964116096
p5_probe_n16_j3350086,432,heldout,12,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,heldout,12,entropy_marginal,0.005367036443203688
p5_probe_n16_j3350086,432,heldout,13,dead_expert_frac,0.25
p5_probe_n16_j3350086,432,heldout,13,entropy_marginal,0.004296349827200174
p5_probe_n16_j3350086,432,heldout,14,dead_expert_frac,0.125
p5_probe_n16_j3350086,432,heldout,14,entropy_marginal,0.0009242991218343377
p5_probe_n16_j3350086,432,heldout,15,dead_expert_frac,0.0625
p5_probe_n16_j3350086,432,heldout,15,entropy_marginal,0.01397970225661993
p5_probe_n16_j3350086,432,train,0,mutual_information,0.537132203578949
p5_probe_n16_j3350086,432,train,1,mutual_information,0.20123088359832764
p5_probe_n16_j3350086,432,train,2,mutual_information,0.10768529027700424
p5_probe_n16_j3350086,432,train,3,mutual_information,0.10568810999393463
p5_probe_n16_j3350086,432,train,4,mutual_information,0.08477845788002014
p5_probe_n16_j3350086,432,train,5,mutual_information,0.17059588432312012
p5_probe_n16_j3350086,432,train,6,mutual_information,0.016503633931279182
p5_probe_n16_j3350086,432,train,7,mutual_information,0.003932385239750147
p5_probe_n16_j3350086,432,train,8,mutual_information,0.0008774845628067851
p5_probe_n16_j3350086,432,train,9,mutual_information,0.0006436218973249197
p5_probe_n16_j3350086,432,train,10,mutual_information,0.000638882745988667
p5_probe_n16_j3350086,432,train,11,mutual_information,0.0007416403386741877
p5_probe_n16_j3350086,432,train,12,mutual_information,0.0018096256535500288
p5_probe_n16_j3350086,432,train,13,mutual_information,0.0024073547683656216
p5_probe_n16_j3350086,432,train,14,mutual_information,0.0003655460895970464
p5_probe_n16_j3350086,432,train,15,mutual_information,0.014724056236445904
p5_probe_n16_j3350086,432,heldout,0,effective_experts,9.678267478942871
p5_probe_n16_j3350086,432,heldout,1,effective_experts,2.1839511394500732
p5_probe_n16_j3350086,432,heldout,2,effective_experts,1.5252774953842163
p5_probe_n16_j3350086,432,heldout,3,effective_experts,1.2875967025756836
p5_probe_n16_j3350086,432,heldout,4,effective_experts,1.307952642440796
p5_probe_n16_j3350086,432,heldout,5,effective_experts,1.7238894701004028
p5_probe_n16_j3350086,432,heldout,6,effective_experts,1.0786348581314087
p5_probe_n16_j3350086,432,heldout,7,effective_experts,1.0180437564849854
p5_probe_n16_j3350086,432,heldout,8,effective_experts,1.005517840385437
p5_probe_n16_j3350086,432,heldout,9,effective_experts,1.0022940635681152
p5_probe_n16_j3350086,432,heldout,10,effective_experts,1.005911111831665
p5_probe_n16_j3350086,432,heldout,11,effective_experts,1.0067397356033325
p5_probe_n16_j3350086,432,heldout,12,effective_experts,1.0149918794631958
p5_probe_n16_j3350086,432,heldout,13,effective_experts,1.0119832754135132
p5_probe_n16_j3350086,432,heldout,14,effective_experts,1.0025659799575806
p5_probe_n16_j3350086,432,heldout,15,effective_experts,1.0395209789276123
p5_probe_n16_j3350086,432,train,0,entropy_conditional,0.2858901917934418
p5_probe_n16_j3350086,432,train,1,entropy_conditional,0.06795260310173035
p5_probe_n16_j3350086,432,train,2,entropy_conditional,0.02460801787674427
p5_probe_n16_j3350086,432,train,3,entropy_conditional,0.014450298622250557
p5_probe_n16_j3350086,432,train,4,entropy_conditional,0.00697734160348773
p5_probe_n16_j3350086,432,train,5,entropy_conditional,0.027912896126508713
p5_probe_n16_j3350086,432,train,6,entropy_conditional,0.0028760407585650682
p5_probe_n16_j3350086,432,train,7,entropy_conditional,0.0005525222513824701
p5_probe_n16_j3350086,432,train,8,entropy_conditional,0.0004562100803013891
p5_probe_n16_j3350086,432,train,9,entropy_conditional,0.00023602870351169258
p5_probe_n16_j3350086,432,train,10,entropy_conditional,0.0005154134705662727
p5_probe_n16_j3350086,432,train,11,entropy_conditional,0.0005527988541871309
p5_probe_n16_j3350086,432,train,12,entropy_conditional,0.000658953096717596
p5_probe_n16_j3350086,432,train,13,entropy_conditional,0.0005122704897075891
p5_probe_n16_j3350086,432,train,14,entropy_conditional,0.00032352685229852796
p5_probe_n16_j3350086,432,train,15,entropy_conditional,0.0015741558745503426
p5_probe_n16_j3350086,432,heldout,0,mutual_information,0.5345998406410217
p5_probe_n16_j3350086,432,heldout,1,mutual_information,0.2122766375541687
p5_probe_n16_j3350086,432,heldout,2,mutual_information,0.1260044127702713
p5_probe_n16_j3350086,432,heldout,3,mutual_information,0.07935585826635361
p5_probe_n16_j3350086,432,heldout,4,mutual_information,0.08980882167816162
p5_probe_n16_j3350086,432,heldout,5,mutual_information,0.1697944700717926
p5_probe_n16_j3350086,432,heldout,6,mutual_information,0.023768285289406776
p5_probe_n16_j3350086,432,heldout,7,mutual_information,0.00565960630774498
p5_probe_n16_j3350086,432,heldout,8,mutual_information,0.0013944539241492748
p5_probe_n16_j3350086,432,heldout,9,mutual_information,0.0005444957641884685
p5_probe_n16_j3350086,432,heldout,10,mutual_information,0.0012798127718269825
p5_probe_n16_j3350086,432,heldout,11,mutual_information,0.0013801869936287403
p5_probe_n16_j3350086,432,heldout,12,mutual_information,0.004187241196632385
p5_probe_n16_j3350086,432,heldout,13,mutual_information,0.0037830895744264126
p5_probe_n16_j3350086,432,heldout,14,mutual_information,0.0006015488179400563
p5_probe_n16_j3350086,432,heldout,15,mutual_information,0.012800201773643494
p5_probe_n16_j3350086,432,heldout,0,entropy_conditional,0.2840873897075653
p5_probe_n16_j3350086,432,heldout,1,entropy_conditional,0.06945851445198059
p5_probe_n16_j3350086,432,heldout,2,entropy_conditional,0.026263516396284103
p5_probe_n16_j3350086,432,heldout,3,entropy_conditional,0.011814329773187637
p5_probe_n16_j3350086,432,heldout,4,entropy_conditional,0.007018755190074444
p5_probe_n16_j3350086,432,heldout,5,entropy_conditional,0.026622354984283447
p5_probe_n16_j3350086,432,heldout,6,entropy_conditional,0.003533335402607918
p5_probe_n16_j3350086,432,heldout,7,entropy_conditional,0.0007902742363512516
p5_probe_n16_j3350086,432,heldout,8,entropy_conditional,0.0005902156699448824
p5_probe_n16_j3350086,432,heldout,9,entropy_conditional,0.0002819801156874746
p5_probe_n16_j3350086,432,heldout,10,entropy_conditional,0.000845900212880224
p5_probe_n16_j3350086,432,heldout,11,entropy_conditional,0.0010424857027828693
p5_probe_n16_j3350086,432,heldout,12,entropy_conditional,0.0011797951301559806
p5_probe_n16_j3350086,432,heldout,13,entropy_conditional,0.0005132601363584399
p5_probe_n16_j3350086,432,heldout,14,entropy_conditional,0.0003227502456866205
p5_probe_n16_j3350086,432,heldout,15,entropy_conditional,0.0011795011814683676
p5_probe_n32_j3350087,144,train,-1,churn_rate,0.9665307998657227
p5_probe_n32_j3350087,144,train,-1,margin_p10,0.9127301573753357
p5_probe_n32_j3350087,144,train,-1,margin_mean,0.9601086974143982
p5_probe_n32_j3350087,144,heldout,-1,churn_rate,0.9708538055419922
p5_probe_n32_j3350087,144,heldout,-1,margin_p10,0.9168296456336975
p5_probe_n32_j3350087,144,train,-1,topk_jaccard,0.1668476164340973
p5_probe_n32_j3350087,144,heldout,-1,margin_mean,0.9617556929588318
p5_probe_n32_j3350087,144,train,-1,max_load_frac,0.12038981914520264
p5_probe_n32_j3350087,144,heldout,-1,topk_jaccard,0.1646055281162262
p5_probe_n32_j3350087,144,train,-1,top1_agreement,0.033469200134277344
p5_probe_n32_j3350087,144,heldout,-1,max_load_frac,0.12071144580841064
p5_probe_n32_j3350087,144,heldout,-1,top1_agreement,0.029146194458007812
p5_probe_n32_j3350087,144,train,-1,dead_expert_frac,0.443359375
p5_probe_n32_j3350087,144,train,-1,entropy_marginal,0.17545127868652344
p5_probe_n32_j3350087,144,train,-1,effective_experts,2.7007884979248047
p5_probe_n32_j3350087,144,heldout,-1,dead_expert_frac,0.4609375
p5_probe_n32_j3350087,144,heldout,-1,entropy_marginal,0.1745316982269287
p5_probe_n32_j3350087,144,train,0,margin_p10,0.14964455366134644
p5_probe_n32_j3350087,144,train,1,margin_p10,0.8217768669128418
p5_probe_n32_j3350087,144,train,2,margin_p10,0.7855185866355896
p5_probe_n32_j3350087,144,train,3,margin_p10,0.9120882749557495
p5_probe_n32_j3350087,144,train,4,margin_p10,0.9463291168212891
p5_probe_n32_j3350087,144,train,5,margin_p10,0.9999460577964783
p5_probe_n32_j3350087,144,train,6,margin_p10,0.9996507167816162
p5_probe_n32_j3350087,144,train,7,margin_p10,0.9998072385787964
p5_probe_n32_j3350087,144,train,8,margin_p10,0.9999634027481079
p5_probe_n32_j3350087,144,train,9,margin_p10,0.9962899684906006
p5_probe_n32_j3350087,144,train,10,margin_p10,0.9999945759773254
p5_probe_n32_j3350087,144,train,11,margin_p10,0.9999998211860657
p5_probe_n32_j3350087,144,train,12,margin_p10,0.9999961853027344
p5_probe_n32_j3350087,144,train,13,margin_p10,0.9926775693893433
p5_probe_n32_j3350087,144,train,14,margin_p10,0.9999997615814209
p5_probe_n32_j3350087,144,train,15,margin_p10,1
p5_probe_n32_j3350087,144,train,-1,mutual_information,0.15098042786121368
p5_probe_n32_j3350087,144,heldout,-1,effective_experts,2.7192952632904053
p5_probe_n32_j3350087,144,train,-1,entropy_conditional,0.024470847100019455
p5_probe_n32_j3350087,144,train,0,margin_mean,0.626693606376648
p5_probe_n32_j3350087,144,train,1,margin_mean,0.9395681023597717
p5_probe_n32_j3350087,144,train,2,margin_mean,0.9324051141738892
p5_probe_n32_j3350087,144,train,3,margin_mean,0.9540438652038574
p5_probe_n32_j3350087,144,train,4,margin_mean,0.9630180597305298
p5_probe_n32_j3350087,144,train,5,margin_mean,0.9987882375717163
p5_probe_n32_j3350087,144,train,6,margin_mean,0.9976152181625366
p5_probe_n32_j3350087,144,train,7,margin_mean,0.9884681701660156
p5_probe_n32_j3350087,144,train,8,margin_mean,0.9998923540115356
p5_probe_n32_j3350087,144,train,9,margin_mean,0.9867854118347168
p5_probe_n32_j3350087,144,train,10,margin_mean,0.9998761415481567
p5_probe_n32_j3350087,144,train,11,margin_mean,0.9999970197677612
p5_probe_n32_j3350087,144,train,12,margin_mean,0.9999847412109375
p5_probe_n32_j3350087,144,train,13,margin_mean,0.9775004982948303
p5_probe_n32_j3350087,144,train,14,margin_mean,0.997103214263916
p5_probe_n32_j3350087,144,train,15,margin_mean,0.9999995231628418
p5_probe_n32_j3350087,144,heldout,0,margin_p10,0.15957695245742798
p5_probe_n32_j3350087,144,heldout,1,margin_p10,0.7996340394020081
p5_probe_n32_j3350087,144,heldout,2,margin_p10,0.8392582535743713
p5_probe_n32_j3350087,144,heldout,3,margin_p10,0.9360709190368652
p5_probe_n32_j3350087,144,heldout,4,margin_p10,0.9388972520828247
p5_probe_n32_j3350087,144,heldout,5,margin_p10,0.9999776482582092
p5_probe_n32_j3350087,144,heldout,6,margin_p10,0.9999053478240967
p5_probe_n32_j3350087,144,heldout,7,margin_p10,0.9999747276306152
p5_probe_n32_j3350087,144,heldout,8,margin_p10,0.9999929070472717
p5_probe_n32_j3350087,144,heldout,9,margin_p10,0.9998770952224731
p5_probe_n32_j3350087,144,heldout,10,margin_p10,0.9999995231628418
p5_probe_n32_j3350087,144,heldout,11,margin_p10,0.9999999403953552
p5_probe_n32_j3350087,144,heldout,12,margin_p10,0.9999985694885254
p5_probe_n32_j3350087,144,heldout,13,margin_p10,0.996111273765564
p5_probe_n32_j3350087,144,heldout,14,margin_p10,1
p5_probe_n32_j3350087,144,heldout,15,margin_p10,1
p5_probe_n32_j3350087,144,heldout,-1,mutual_information,0.15035609900951385
p5_probe_n32_j3350087,144,train,0,topk_jaccard,0.15253940224647522
p5_probe_n32_j3350087,144,train,1,topk_jaccard,0.13620194792747498
p5_probe_n32_j3350087,144,train,2,topk_jaccard,0.1539292335510254
p5_probe_n32_j3350087,144,train,3,topk_jaccard,0.17084336280822754
p5_probe_n32_j3350087,144,train,4,topk_jaccard,0.18298697471618652
p5_probe_n32_j3350087,144,train,5,topk_jaccard,0.14057479798793793
p5_probe_n32_j3350087,144,train,6,topk_jaccard,0.1538642942905426
p5_probe_n32_j3350087,144,train,7,topk_jaccard,0.14419680833816528
p5_probe_n32_j3350087,144,train,8,topk_jaccard,0.207078218460083
p5_probe_n32_j3350087,144,train,9,topk_jaccard,0.17511321604251862
p5_probe_n32_j3350087,144,train,10,topk_jaccard,0.1565835177898407
p5_probe_n32_j3350087,144,train,11,topk_jaccard,0.17211611568927765
p5_probe_n32_j3350087,144,train,12,topk_jaccard,0.20645159482955933
p5_probe_n32_j3350087,144,train,13,topk_jaccard,0.16564208269119263
p5_probe_n32_j3350087,144,train,14,topk_jaccard,0.16627995669841766
p5_probe_n32_j3350087,144,train,15,topk_jaccard,0.18516035377979279
p5_probe_n32_j3350087,144,heldout,-1,entropy_conditional,0.024175595492124557
p5_probe_n32_j3350087,144,heldout,0,margin_mean,0.625051736831665
p5_probe_n32_j3350087,144,heldout,1,margin_mean,0.9357664585113525
p5_probe_n32_j3350087,144,heldout,2,margin_mean,0.9411754608154297
p5_probe_n32_j3350087,144,heldout,3,margin_mean,0.958795428276062
p5_probe_n32_j3350087,144,heldout,4,margin_mean,0.9600074291229248
p5_probe_n32_j3350087,144,heldout,5,margin_mean,0.9990509748458862
p5_probe_n32_j3350087,144,heldout,6,margin_mean,0.9977601766586304
p5_probe_n32_j3350087,144,heldout,7,margin_mean,0.9927880764007568
p5_probe_n32_j3350087,144,heldout,8,margin_mean,0.9999098777770996
p5_probe_n32_j3350087,144,heldout,9,margin_mean,0.996552586555481
p5_probe_n32_j3350087,144,heldout,10,margin_mean,0.999884843826294
p5_probe_n32_j3350087,144,heldout,11,margin_mean,0.9999992251396179
p5_probe_n32_j3350087,144,heldout,12,margin_mean,0.9999939203262329
p5_probe_n32_j3350087,144,heldout,13,margin_mean,0.981460690498352
p5_probe_n32_j3350087,144,heldout,14,margin_mean,0.9998948574066162
p5_probe_n32_j3350087,144,heldout,15,margin_mean,0.9999995231628418
p5_probe_n32_j3350087,144,train,0,max_load_frac,0.07221794128417969
p5_probe_n32_j3350087,144,train,1,max_load_frac,0.12261009216308594
p5_probe_n32_j3350087,144,train,2,max_load_frac,0.11599159240722656
p5_probe_n32_j3350087,144,train,3,max_load_frac,0.11707305908203125
p5_probe_n32_j3350087,144,train,4,max_load_frac,0.12336921691894531
p5_probe_n32_j3350087,144,train,5,max_load_frac,0.12498855590820312
p5_probe_n32_j3350087,144,train,6,max_load_frac,0.12498664855957031
p5_probe_n32_j3350087,144,train,7,max_load_frac,0.125
p5_probe_n32_j3350087,144,train,8,max_load_frac,0.125
p5_probe_n32_j3350087,144,train,9,max_load_frac,0.125
p5_probe_n32_j3350087,144,train,10,max_load_frac,0.125
p5_probe_n32_j3350087,144,train,11,max_load_frac,0.125
p5_probe_n32_j3350087,144,train,12,max_load_frac,0.125
p5_probe_n32_j3350087,144,train,13,max_load_frac,0.125
p5_probe_n32_j3350087,144,train,14,max_load_frac,0.125
p5_probe_n32_j3350087,144,train,15,max_load_frac,0.125
p5_probe_n32_j3350087,144,heldout,0,topk_jaccard,0.15851391851902008
p5_probe_n32_j3350087,144,heldout,1,topk_jaccard,0.14156831800937653
p5_probe_n32_j3350087,144,heldout,2,topk_jaccard,0.13567835092544556
p5_probe_n32_j3350087,144,heldout,3,topk_jaccard,0.17330773174762726
p5_probe_n32_j3350087,144,heldout,4,topk_jaccard,0.18970540165901184
p5_probe_n32_j3350087,144,heldout,5,topk_jaccard,0.14701001346111298
p5_probe_n32_j3350087,144,heldout,6,topk_jaccard,0.16590549051761627
p5_probe_n32_j3350087,144,heldout,7,topk_jaccard,0.1481204777956009
p5_probe_n32_j3350087,144,heldout,8,topk_jaccard,0.1968500018119812
p5_probe_n32_j3350087,144,heldout,9,topk_jaccard,0.17515799403190613
p5_probe_n32_j3350087,144,heldout,10,topk_jaccard,0.14142630994319916
p5_probe_n32_j3350087,144,heldout,11,topk_jaccard,0.1800522357225418
p5_probe_n32_j3350087,144,heldout,12,topk_jaccard,0.18228857219219208
p5_probe_n32_j3350087,144,heldout,13,topk_jaccard,0.15852203965187073
p5_probe_n32_j3350087,144,heldout,14,topk_jaccard,0.16077536344528198
p5_probe_n32_j3350087,144,heldout,15,topk_jaccard,0.1788061261177063
p5_probe_n32_j3350087,144,train,0,top1_agreement,0.05059814453125
p5_probe_n32_j3350087,144,train,1,top1_agreement,0.0114288330078125
p5_probe_n32_j3350087,144,train,2,top1_agreement,0.0147552490234375
p5_probe_n32_j3350087,144,train,3,top1_agreement,0.0997467041015625
p5_probe_n32_j3350087,144,train,4,top1_agreement,0.06292724609375
p5_probe_n32_j3350087,144,train,5,top1_agreement,0.00836181640625
p5_probe_n32_j3350087,144,train,6,top1_agreement,0.0348968505859375
p5_probe_n32_j3350087,144,train,7,top1_agreement,0.006134033203125
p5_probe_n32_j3350087,144,train,8,top1_agreement,0.0039215087890625
p5_probe_n32_j3350087,144,train,9,top1_agreement,0.026092529296875
p5_probe_n32_j3350087,144,train,10,top1_agreement,0.0015106201171875
p5_probe_n32_j3350087,144,train,11,top1_agreement,0.017974853515625
p5_probe_n32_j3350087,144,train,12,top1_agreement,0.00787353515625
p5_probe_n32_j3350087,144,train,13,top1_agreement,0.0415496826171875
p5_probe_n32_j3350087,144,train,14,top1_agreement,0.00689697265625
p5_probe_n32_j3350087,144,train,15,top1_agreement,0.140838623046875
p5_probe_n32_j3350087,144,heldout,0,max_load_frac,0.07526397705078125
p5_probe_n32_j3350087,144,heldout,1,max_load_frac,0.12277984619140625
p5_probe_n32_j3350087,144,heldout,2,max_load_frac,0.114837646484375
p5_probe_n32_j3350087,144,heldout,3,max_load_frac,0.11996078491210938
p5_probe_n32_j3350087,144,heldout,4,max_load_frac,0.12355804443359375
p5_probe_n32_j3350087,144,heldout,5,max_load_frac,0.12499427795410156
p5_probe_n32_j3350087,144,heldout,6,max_load_frac,0.12498855590820312
p5_probe_n32_j3350087,144,heldout,7,max_load_frac,0.125
p5_probe_n32_j3350087,144,heldout,8,max_load_frac,0.125
p5_probe_n32_j3350087,144,heldout,9,max_load_frac,0.125
p5_probe_n32_j3350087,144,heldout,10,max_load_frac,0.125
p5_probe_n32_j3350087,144,heldout,11,max_load_frac,0.125
p5_probe_n32_j3350087,144,heldout,12,max_load_frac,0.125
p5_probe_n32_j3350087,144,heldout,13,max_load_frac,0.125
p5_probe_n32_j3350087,144,heldout,14,max_load_frac,0.125
p5_probe_n32_j3350087,144,heldout,15,max_load_frac,0.125
p5_probe_n32_j3350087,144,heldout,0,top1_agreement,0.058135986328125
p5_probe_n32_j3350087,144,heldout,1,top1_agreement,0.0185546875
p5_probe_n32_j3350087,144,heldout,2,top1_agreement,0.0127105712890625
p5_probe_n32_j3350087,144,heldout,3,top1_agreement,0.0939788818359375
p5_probe_n32_j3350087,144,heldout,4,top1_agreement,0.0531005859375
p5_probe_n32_j3350087,144,heldout,5,top1_agreement,0.010528564453125
p5_probe_n32_j3350087,144,heldout,6,top1_agreement,0.0651702880859375
p5_probe_n32_j3350087,144,heldout,7,top1_agreement,0.0102386474609375
p5_probe_n32_j3350087,144,heldout,8,top1_agreement,0.0013427734375
p5_probe_n32_j3350087,144,heldout,9,top1_agreement,0.00836181640625
p5_probe_n32_j3350087,144,heldout,10,top1_agreement,0.0015106201171875
p5_probe_n32_j3350087,144,heldout,11,top1_agreement,0.00372314453125
p5_probe_n32_j3350087,144,heldout,12,top1_agreement,0.003814697265625
p5_probe_n32_j3350087,144,heldout,13,top1_agreement,0.0224761962890625
p5_probe_n32_j3350087,144,heldout,14,top1_agreement,0.0021514892578125
p5_probe_n32_j3350087,144,heldout,15,top1_agreement,0.1005401611328125
p5_probe_n32_j3350087,144,train,0,dead_expert_frac,0
p5_probe_n32_j3350087,144,train,0,entropy_marginal,0.751992404460907
p5_probe_n32_j3350087,144,train,1,dead_expert_frac,0.1875
p5_probe_n32_j3350087,144,train,1,entropy_marginal,0.3676500618457794
p5_probe_n32_j3350087,144,train,2,dead_expert_frac,0.15625
p5_probe_n32_j3350087,144,train,2,entropy_marginal,0.4009852707386017
p5_probe_n32_j3350087,144,train,3,dead_expert_frac,0.34375
p5_probe_n32_j3350087,144,train,3,entropy_marginal,0.5246490836143494
p5_probe_n32_j3350087,144,train,4,dead_expert_frac,0.375
p5_probe_n32_j3350087,144,train,4,entropy_marginal,0.3120216727256775
p5_probe_n32_j3350087,144,train,5,dead_expert_frac,0.4375
p5_probe_n32_j3350087,144,train,5,entropy_marginal,0.08238977938890457
p5_probe_n32_j3350087,144,train,6,dead_expert_frac,0.5
p5_probe_n32_j3350087,144,train,6,entropy_marginal,0.03984380140900612
p5_probe_n32_j3350087,144,train,7,dead_expert_frac,0.5
p5_probe_n32_j3350087,144,train,7,entropy_marginal,0.13469287753105164
p5_probe_n32_j3350087,144,train,8,dead_expert_frac,0.5625
p5_probe_n32_j3350087,144,train,8,entropy_marginal,0.00019073608564212918
p5_probe_n32_j3350087,144,train,9,dead_expert_frac,0.53125
p5_probe_n32_j3350087,144,train,9,entropy_marginal,0.01575743779540062
p5_probe_n32_j3350087,144,train,10,dead_expert_frac,0.6875
p5_probe_n32_j3350087,144,train,10,entropy_marginal,0.00019294822413939983
p5_probe_n32_j3350087,144,train,11,dead_expert_frac,0.5625
p5_probe_n32_j3350087,144,train,11,entropy_marginal,7.024266778898891e-06
p5_probe_n32_j3350087,144,train,12,dead_expert_frac,0.5625
p5_probe_n32_j3350087,144,train,12,entropy_marginal,3.081184331676923e-05
p5_probe_n32_j3350087,144,train,13,dead_expert_frac,0.5625
p5_probe_n32_j3350087,144,train,13,entropy_marginal,0.1729278266429901
p5_probe_n32_j3350087,144,train,14,dead_expert_frac,0.625
p5_probe_n32_j3350087,144,train,14,entropy_marginal,0.003887389786541462
p5_probe_n32_j3350087,144,train,15,dead_expert_frac,0.5
p5_probe_n32_j3350087,144,train,15,entropy_marginal,1.3565710332841263e-06
p5_probe_n32_j3350087,144,train,0,effective_experts,13.547568321228027
p5_probe_n32_j3350087,144,train,1,effective_experts,3.575761079788208
p5_probe_n32_j3350087,144,train,2,effective_experts,4.0136823654174805
p5_probe_n32_j3350087,144,train,3,effective_experts,6.161345958709717
p5_probe_n32_j3350087,144,train,4,effective_experts,2.9487597942352295
p5_probe_n32_j3350087,144,train,5,effective_experts,1.3304818868637085
p5_probe_n32_j3350087,144,train,6,effective_experts,1.1480766534805298
p5_probe_n32_j3350087,144,train,7,effective_experts,1.5948982238769531
p5_probe_n32_j3350087,144,train,8,effective_experts,1.0006612539291382
p5_probe_n32_j3350087,144,train,9,effective_experts,1.056129813194275
p5_probe_n32_j3350087,144,train,10,effective_experts,1.0006688833236694
p5_probe_n32_j3350087,144,train,11,effective_experts,1.0000243186950684
p5_probe_n32_j3350087,144,train,12,effective_experts,1.0001068115234375
p5_probe_n32_j3350087,144,train,13,effective_experts,1.820884108543396
p5_probe_n32_j3350087,144,train,14,effective_experts,1.013563871383667
p5_probe_n32_j3350087,144,train,15,effective_experts,1.0000046491622925
p5_probe_n32_j3350087,144,heldout,0,dead_expert_frac,0
p5_probe_n32_j3350087,144,heldout,0,entropy_marginal,0.7537468671798706
p5_probe_n32_j3350087,144,heldout,1,dead_expert_frac,0.1875
p5_probe_n32_j3350087,144,heldout,1,entropy_marginal,0.3741052746772766
p5_probe_n32_j3350087,144,heldout,2,dead_expert_frac,0.125
p5_probe_n32_j3350087,144,heldout,2,entropy_marginal,0.4075142741203308
p5_probe_n32_j3350087,144,heldout,3,dead_expert_frac,0.34375
p5_probe_n32_j3350087,144,heldout,3,entropy_marginal,0.5357402563095093
p5_probe_n32_j3350087,144,heldout,4,dead_expert_frac,0.375
