run,step,split,layer,metric,value
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,10,margin_p10,0.010230828076601028
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,11,margin_p10,0.008737560361623764
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,12,margin_p10,0.00952272117137909
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,13,margin_p10,0.008750226348638535
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,14,margin_p10,0.005486823618412018
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,15,margin_p10,0.006932642310857773
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,-1,mutual_information,0.06865999102592468
moe32_lr3e-3_wd0.8_j3469747,4236,train,0,topk_jaccard,0.23610974848270416
moe32_lr3e-3_wd0.8_j3469747,4236,train,1,topk_jaccard,0.30932220816612244
moe32_lr3e-3_wd0.8_j3469747,4236,train,2,topk_jaccard,0.26249614357948303
moe32_lr3e-3_wd0.8_j3469747,4236,train,3,topk_jaccard,0.33274540305137634
moe32_lr3e-3_wd0.8_j3469747,4236,train,4,topk_jaccard,0.2258101850748062
moe32_lr3e-3_wd0.8_j3469747,4236,train,5,topk_jaccard,0.3408999443054199
moe32_lr3e-3_wd0.8_j3469747,4236,train,6,topk_jaccard,0.28843170404434204
moe32_lr3e-3_wd0.8_j3469747,4236,train,7,topk_jaccard,0.3537084460258484
moe32_lr3e-3_wd0.8_j3469747,4236,train,8,topk_jaccard,0.5389239192008972
moe32_lr3e-3_wd0.8_j3469747,4236,train,9,topk_jaccard,0.6357713937759399
moe32_lr3e-3_wd0.8_j3469747,4236,train,10,topk_jaccard,0.6680611968040466
moe32_lr3e-3_wd0.8_j3469747,4236,train,11,topk_jaccard,0.6689368486404419
moe32_lr3e-3_wd0.8_j3469747,4236,train,12,topk_jaccard,0.6285637617111206
moe32_lr3e-3_wd0.8_j3469747,4236,train,13,topk_jaccard,0.6101020574569702
moe32_lr3e-3_wd0.8_j3469747,4236,train,14,topk_jaccard,0.5851413011550903
moe32_lr3e-3_wd0.8_j3469747,4236,train,15,topk_jaccard,0.5704236626625061
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,-1,entropy_conditional,0.9297519326210022
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,0,margin_mean,0.010907089337706566
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,1,margin_mean,0.0447346568107605
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,2,margin_mean,0.027319230139255524
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,3,margin_mean,0.036135368049144745
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,4,margin_mean,0.023594802245497704
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,5,margin_mean,0.05102338269352913
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,6,margin_mean,0.07301074266433716
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,7,margin_mean,0.07153534889221191
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,8,margin_mean,0.10992909222841263
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,9,margin_mean,0.09642945230007172
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,10,margin_mean,0.10124700516462326
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,11,margin_mean,0.0972902849316597
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,12,margin_mean,0.10189442336559296
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,13,margin_mean,0.09384208917617798
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,14,margin_mean,0.0648350715637207
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,15,margin_mean,0.068991519510746
moe32_lr3e-3_wd0.8_j3469747,4236,train,0,max_load_frac,0.03634452819824219
moe32_lr3e-3_wd0.8_j3469747,4236,train,1,max_load_frac,0.0360870361328125
moe32_lr3e-3_wd0.8_j3469747,4236,train,2,max_load_frac,0.04015159606933594
moe32_lr3e-3_wd0.8_j3469747,4236,train,3,max_load_frac,0.03772735595703125
moe32_lr3e-3_wd0.8_j3469747,4236,train,4,max_load_frac,0.039020538330078125
moe32_lr3e-3_wd0.8_j3469747,4236,train,5,max_load_frac,0.03721427917480469
moe32_lr3e-3_wd0.8_j3469747,4236,train,6,max_load_frac,0.039379119873046875
moe32_lr3e-3_wd0.8_j3469747,4236,train,7,max_load_frac,0.03903388977050781
moe32_lr3e-3_wd0.8_j3469747,4236,train,8,max_load_frac,0.04083251953125
moe32_lr3e-3_wd0.8_j3469747,4236,train,9,max_load_frac,0.038196563720703125
moe32_lr3e-3_wd0.8_j3469747,4236,train,10,max_load_frac,0.03733062744140625
moe32_lr3e-3_wd0.8_j3469747,4236,train,11,max_load_frac,0.03771209716796875
moe32_lr3e-3_wd0.8_j3469747,4236,train,12,max_load_frac,0.03798484802246094
moe32_lr3e-3_wd0.8_j3469747,4236,train,13,max_load_frac,0.040386199951171875
moe32_lr3e-3_wd0.8_j3469747,4236,train,14,max_load_frac,0.04572486877441406
moe32_lr3e-3_wd0.8_j3469747,4236,train,15,max_load_frac,0.04381561279296875
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,0,topk_jaccard,0.23781724274158478
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,1,topk_jaccard,0.30891627073287964
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,2,topk_jaccard,0.2666052579879761
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,3,topk_jaccard,0.3304128348827362
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,4,topk_jaccard,0.22422271966934204
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,5,topk_jaccard,0.34318700432777405
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,6,topk_jaccard,0.28797391057014465
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,7,topk_jaccard,0.3513389229774475
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,8,topk_jaccard,0.5385752320289612
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,9,topk_jaccard,0.6404001116752625
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,10,topk_jaccard,0.6710243225097656
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,11,topk_jaccard,0.6717979311943054
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,12,topk_jaccard,0.6301186084747314
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,13,topk_jaccard,0.6109394431114197
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,14,topk_jaccard,0.5848310589790344
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,15,topk_jaccard,0.5698398351669312
moe32_lr3e-3_wd0.8_j3469747,4236,train,0,top1_agreement,0.2601165771484375
moe32_lr3e-3_wd0.8_j3469747,4236,train,1,top1_agreement,0.79937744140625
moe32_lr3e-3_wd0.8_j3469747,4236,train,2,top1_agreement,0.4644622802734375
moe32_lr3e-3_wd0.8_j3469747,4236,train,3,top1_agreement,0.745758056640625
moe32_lr3e-3_wd0.8_j3469747,4236,train,4,top1_agreement,0.5472412109375
moe32_lr3e-3_wd0.8_j3469747,4236,train,5,top1_agreement,0.69134521484375
moe32_lr3e-3_wd0.8_j3469747,4236,train,6,top1_agreement,0.830596923828125
moe32_lr3e-3_wd0.8_j3469747,4236,train,7,top1_agreement,0.826446533203125
moe32_lr3e-3_wd0.8_j3469747,4236,train,8,top1_agreement,0.818572998046875
moe32_lr3e-3_wd0.8_j3469747,4236,train,9,top1_agreement,0.750732421875
moe32_lr3e-3_wd0.8_j3469747,4236,train,10,top1_agreement,0.780487060546875
moe32_lr3e-3_wd0.8_j3469747,4236,train,11,top1_agreement,0.7219696044921875
moe32_lr3e-3_wd0.8_j3469747,4236,train,12,top1_agreement,0.72723388671875
moe32_lr3e-3_wd0.8_j3469747,4236,train,13,top1_agreement,0.7051849365234375
moe32_lr3e-3_wd0.8_j3469747,4236,train,14,top1_agreement,0.6268310546875
moe32_lr3e-3_wd0.8_j3469747,4236,train,15,top1_agreement,0.6691741943359375
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,0,max_load_frac,0.03762626647949219
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,1,max_load_frac,0.036640167236328125
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,2,max_load_frac,0.04210472106933594
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,3,max_load_frac,0.0384979248046875
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,4,max_load_frac,0.0388031005859375
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,5,max_load_frac,0.0386962890625
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,6,max_load_frac,0.038776397705078125
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,7,max_load_frac,0.037567138671875
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,8,max_load_frac,0.04258537292480469
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,9,max_load_frac,0.03809165954589844
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,10,max_load_frac,0.038158416748046875
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,11,max_load_frac,0.037967681884765625
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,12,max_load_frac,0.03956031799316406
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,13,max_load_frac,0.044429779052734375
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,14,max_load_frac,0.049907684326171875
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,15,max_load_frac,0.04718208312988281
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,0,top1_agreement,0.282470703125
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,1,top1_agreement,0.8287811279296875
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,2,top1_agreement,0.4737396240234375
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,3,top1_agreement,0.7636871337890625
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,4,top1_agreement,0.5767364501953125
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,5,top1_agreement,0.707855224609375
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,6,top1_agreement,0.84503173828125
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,7,top1_agreement,0.8435211181640625
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,8,top1_agreement,0.8310546875
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,9,top1_agreement,0.764984130859375
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,10,top1_agreement,0.7972869873046875
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,11,top1_agreement,0.730316162109375
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,12,top1_agreement,0.7363739013671875
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,13,top1_agreement,0.7065887451171875
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,14,top1_agreement,0.64178466796875
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,15,top1_agreement,0.6837921142578125
moe32_lr3e-3_wd0.8_j3469747,4236,train,0,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,0,entropy_marginal,0.9998868107795715
moe32_lr3e-3_wd0.8_j3469747,4236,train,1,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,1,entropy_marginal,0.9997087717056274
moe32_lr3e-3_wd0.8_j3469747,4236,train,2,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,2,entropy_marginal,0.9993371367454529
moe32_lr3e-3_wd0.8_j3469747,4236,train,3,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,3,entropy_marginal,0.9996970891952515
moe32_lr3e-3_wd0.8_j3469747,4236,train,4,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,4,entropy_marginal,0.99940025806427
moe32_lr3e-3_wd0.8_j3469747,4236,train,5,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,5,entropy_marginal,0.9997202754020691
moe32_lr3e-3_wd0.8_j3469747,4236,train,6,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,6,entropy_marginal,0.9991964101791382
moe32_lr3e-3_wd0.8_j3469747,4236,train,7,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,7,entropy_marginal,0.9989705085754395
moe32_lr3e-3_wd0.8_j3469747,4236,train,8,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,8,entropy_marginal,0.9975113868713379
moe32_lr3e-3_wd0.8_j3469747,4236,train,9,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,9,entropy_marginal,0.9985288977622986
moe32_lr3e-3_wd0.8_j3469747,4236,train,10,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,10,entropy_marginal,0.9969835877418518
moe32_lr3e-3_wd0.8_j3469747,4236,train,11,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,11,entropy_marginal,0.9978187680244446
moe32_lr3e-3_wd0.8_j3469747,4236,train,12,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,12,entropy_marginal,0.997872531414032
moe32_lr3e-3_wd0.8_j3469747,4236,train,13,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,13,entropy_marginal,0.9975494742393494
moe32_lr3e-3_wd0.8_j3469747,4236,train,14,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,14,entropy_marginal,0.9978281855583191
moe32_lr3e-3_wd0.8_j3469747,4236,train,15,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,train,15,entropy_marginal,0.997462272644043
moe32_lr3e-3_wd0.8_j3469747,4236,train,0,effective_experts,31.98744773864746
moe32_lr3e-3_wd0.8_j3469747,4236,train,1,effective_experts,31.96771812438965
moe32_lr3e-3_wd0.8_j3469747,4236,train,2,effective_experts,31.92656707763672
moe32_lr3e-3_wd0.8_j3469747,4236,train,3,effective_experts,31.966426849365234
moe32_lr3e-3_wd0.8_j3469747,4236,train,4,effective_experts,31.933555603027344
moe32_lr3e-3_wd0.8_j3469747,4236,train,5,effective_experts,31.968990325927734
moe32_lr3e-3_wd0.8_j3469747,4236,train,6,effective_experts,31.911001205444336
moe32_lr3e-3_wd0.8_j3469747,4236,train,7,effective_experts,31.886030197143555
moe32_lr3e-3_wd0.8_j3469747,4236,train,8,effective_experts,31.72519302368164
moe32_lr3e-3_wd0.8_j3469747,4236,train,9,effective_experts,31.83726692199707
moe32_lr3e-3_wd0.8_j3469747,4236,train,10,effective_experts,31.66720962524414
moe32_lr3e-3_wd0.8_j3469747,4236,train,11,effective_experts,31.75900650024414
moe32_lr3e-3_wd0.8_j3469747,4236,train,12,effective_experts,31.764925003051758
moe32_lr3e-3_wd0.8_j3469747,4236,train,13,effective_experts,31.7293758392334
moe32_lr3e-3_wd0.8_j3469747,4236,train,14,effective_experts,31.760040283203125
moe32_lr3e-3_wd0.8_j3469747,4236,train,15,effective_experts,31.71979331970215
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,0,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,0,entropy_marginal,0.9998722672462463
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,1,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,1,entropy_marginal,0.9997174739837646
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,2,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,2,entropy_marginal,0.9993879795074463
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,3,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,3,entropy_marginal,0.9996861815452576
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,4,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,4,entropy_marginal,0.9993454813957214
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,5,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,5,entropy_marginal,0.999613881111145
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,6,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,6,entropy_marginal,0.9991797208786011
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,7,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,7,entropy_marginal,0.9989928007125854
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,8,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,8,entropy_marginal,0.9975235462188721
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,9,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,9,entropy_marginal,0.9983841180801392
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,10,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,10,entropy_marginal,0.996993362903595
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,11,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,11,entropy_marginal,0.9975270628929138
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,12,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,12,entropy_marginal,0.9972504377365112
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,13,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,13,entropy_marginal,0.9967418313026428
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,14,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,14,entropy_marginal,0.9975758194923401
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,15,dead_expert_frac,0
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,15,entropy_marginal,0.9967984557151794
moe32_lr3e-3_wd0.8_j3469747,4236,train,0,mutual_information,0.009014002047479153
moe32_lr3e-3_wd0.8_j3469747,4236,train,1,mutual_information,0.023385152220726013
moe32_lr3e-3_wd0.8_j3469747,4236,train,2,mutual_information,0.01761566661298275
moe32_lr3e-3_wd0.8_j3469747,4236,train,3,mutual_information,0.02319766767323017
moe32_lr3e-3_wd0.8_j3469747,4236,train,4,mutual_information,0.01652253046631813
moe32_lr3e-3_wd0.8_j3469747,4236,train,5,mutual_information,0.030136549845337868
moe32_lr3e-3_wd0.8_j3469747,4236,train,6,mutual_information,0.036023061722517014
moe32_lr3e-3_wd0.8_j3469747,4236,train,7,mutual_information,0.04458976909518242
moe32_lr3e-3_wd0.8_j3469747,4236,train,8,mutual_information,0.1028071716427803
moe32_lr3e-3_wd0.8_j3469747,4236,train,9,mutual_information,0.11106978356838226
moe32_lr3e-3_wd0.8_j3469747,4236,train,10,mutual_information,0.12063771486282349
moe32_lr3e-3_wd0.8_j3469747,4236,train,11,mutual_information,0.1367405205965042
moe32_lr3e-3_wd0.8_j3469747,4236,train,12,mutual_information,0.12505002319812775
moe32_lr3e-3_wd0.8_j3469747,4236,train,13,mutual_information,0.12257306277751923
moe32_lr3e-3_wd0.8_j3469747,4236,train,14,mutual_information,0.08388499915599823
moe32_lr3e-3_wd0.8_j3469747,4236,train,15,mutual_information,0.09285871684551239
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,0,effective_experts,31.985837936401367
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,1,effective_experts,31.96868133544922
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,2,effective_experts,31.93219566345215
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,3,effective_experts,31.9652156829834
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,4,effective_experts,31.927494049072266
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,5,effective_experts,31.95720863342285
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,6,effective_experts,31.909154891967773
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,7,effective_experts,31.88849449157715
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,8,effective_experts,31.726530075073242
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,9,effective_experts,31.821290969848633
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,10,effective_experts,31.668283462524414
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,11,effective_experts,31.72691535949707
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,12,effective_experts,31.69651222229004
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,13,effective_experts,31.640687942504883
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,14,effective_experts,31.732275009155273
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,15,effective_experts,31.646896362304688
moe32_lr3e-3_wd0.8_j3469747,4236,train,0,entropy_conditional,0.9908728003501892
moe32_lr3e-3_wd0.8_j3469747,4236,train,1,entropy_conditional,0.9763236045837402
moe32_lr3e-3_wd0.8_j3469747,4236,train,2,entropy_conditional,0.9817214608192444
moe32_lr3e-3_wd0.8_j3469747,4236,train,3,entropy_conditional,0.9764994382858276
moe32_lr3e-3_wd0.8_j3469747,4236,train,4,entropy_conditional,0.9828777313232422
moe32_lr3e-3_wd0.8_j3469747,4236,train,5,entropy_conditional,0.9695836901664734
moe32_lr3e-3_wd0.8_j3469747,4236,train,6,entropy_conditional,0.9631733298301697
moe32_lr3e-3_wd0.8_j3469747,4236,train,7,entropy_conditional,0.9543807506561279
moe32_lr3e-3_wd0.8_j3469747,4236,train,8,entropy_conditional,0.8947042226791382
moe32_lr3e-3_wd0.8_j3469747,4236,train,9,entropy_conditional,0.8874591588973999
moe32_lr3e-3_wd0.8_j3469747,4236,train,10,entropy_conditional,0.8763458728790283
moe32_lr3e-3_wd0.8_j3469747,4236,train,11,entropy_conditional,0.8610782623291016
moe32_lr3e-3_wd0.8_j3469747,4236,train,12,entropy_conditional,0.8728225231170654
moe32_lr3e-3_wd0.8_j3469747,4236,train,13,entropy_conditional,0.874976396560669
moe32_lr3e-3_wd0.8_j3469747,4236,train,14,entropy_conditional,0.9139431715011597
moe32_lr3e-3_wd0.8_j3469747,4236,train,15,entropy_conditional,0.9046036005020142
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,0,mutual_information,0.008738083764910698
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,1,mutual_information,0.0227073822170496
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,2,mutual_information,0.017261646687984467
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,3,mutual_information,0.022137368097901344
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,4,mutual_information,0.016192682087421417
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,5,mutual_information,0.03073839657008648
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,6,mutual_information,0.037222933024168015
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,7,mutual_information,0.045270584523677826
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,8,mutual_information,0.10122634470462799
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,9,mutual_information,0.11257059872150421
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,10,mutual_information,0.12289100885391235
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,11,mutual_information,0.1370151787996292
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,12,mutual_information,0.12649011611938477
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,13,mutual_information,0.1210533082485199
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,14,mutual_information,0.08646097779273987
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,15,mutual_information,0.09058327972888947
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,0,entropy_conditional,0.9911341667175293
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,1,entropy_conditional,0.9770100712776184
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,2,entropy_conditional,0.9821263551712036
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,3,entropy_conditional,0.9775488376617432
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,4,entropy_conditional,0.9831528067588806
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,5,entropy_conditional,0.9688754677772522
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,6,entropy_conditional,0.961956799030304
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,7,entropy_conditional,0.9537222385406494
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,8,entropy_conditional,0.8962972164154053
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,9,entropy_conditional,0.8858134746551514
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,10,entropy_conditional,0.8741023540496826
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,11,entropy_conditional,0.8605118989944458
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,12,entropy_conditional,0.8707603216171265
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,13,entropy_conditional,0.8756884932518005
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,14,entropy_conditional,0.9111148118972778
moe32_lr3e-3_wd0.8_j3469747,4236,heldout,15,entropy_conditional,0.9062151312828064
moe32_lr3e-4_wd0.8_j3469736,2471,train,-1,margin_p10,0.06575127691030502
moe32_lr3e-4_wd0.8_j3469736,2471,train,-1,margin_mean,0.36974388360977173
moe32_lr3e-4_wd0.8_j3469736,2471,heldout,-1,margin_p10,0.06702583283185959
moe32_lr3e-4_wd0.8_j3469736,2471,train,-1,topk_jaccard,0.6556283235549927
moe32_lr3e-4_wd0.8_j3469736,2471,heldout,-1,margin_mean,0.3709760904312134
moe32_lr3e-4_wd0.8_j3469736,2471,train,-1,max_load_frac,0.03919374942779541
moe32_lr3e-4_wd0.8_j3469736,2471,heldout,-1,topk_jaccard,0.6562861204147339
moe32_lr3e-4_wd0.8_j3469736,2471,train,-1,top1_agreement,0.8622665405273438
moe32_lr3e-4_wd0.8_j3469736,2471,heldout,-1,max_load_frac,0.03882181644439697
moe32_lr3e-4_wd0.8_j3469736,2471,heldout,-1,top1_agreement,0.8646335601806641
moe32_lr3e-4_wd0.8_j3469736,2471,train,-1,dead_expert_frac,0
moe32_lr3e-4_wd0.8_j3469736,2471,train,-1,entropy_marginal,0.9854450821876526
moe32_lr3e-4_wd0.8_j3469736,2471,train,-1,effective_experts,30.45810317993164
moe32_lr3e-4_wd0.8_j3469736,2471,heldout,-1,dead_expert_frac,0
moe32_lr3e-4_wd0.8_j3469736,2471,heldout,-1,entropy_marginal,0.9855495691299438
moe32_lr3e-4_wd0.8_j3469736,2471,train,0,margin_p10,0.1096281036734581
moe32_lr3e-4_wd0.8_j3469736,2471,train,1,margin_p10,0.2088886797428131
moe32_lr3e-4_wd0.8_j3469736,2471,train,2,margin_p10,0.14097395539283752
moe32_lr3e-4_wd0.8_j3469736,2471,train,3,margin_p10,0.08253803104162216
moe32_lr3e-4_wd0.8_j3469736,2471,train,4,margin_p10,0.046896032989025116
moe32_lr3e-4_wd0.8_j3469736,2471,train,5,margin_p10,0.04150918126106262
moe32_lr3e-4_wd0.8_j3469736,2471,train,6,margin_p10,0.025453001260757446
moe32_lr3e-4_wd0.8_j3469736,2471,train,7,margin_p10,0.030551351606845856
moe32_lr3e-4_wd0.8_j3469736,2471,train,8,margin_p10,0.03316580131649971
moe32_lr3e-4_wd0.8_j3469736,2471,train,9,margin_p10,0.03606901317834854
moe32_lr3e-4_wd0.8_j3469736,2471,train,10,margin_p10,0.046661414206027985
moe32_lr3e-4_wd0.8_j3469736,2471,train,11,margin_p10,0.06826537102460861
moe32_lr3e-4_wd0.8_j3469736,2471,train,12,margin_p10,0.053618766367435455
